id_contrato,id_cliente,id_produto,id_agencia,contrato_valor,data_key
135,1001,37,24,7809.4,20240529
136,1567,16,64,18130.2,20250916
137,2613,17,33,3290.8,20250417
138,1179,11,10,107970.12,20250421
139,1226,28,33,142880.63,20250824
140,1576,7,31,129889.51,20240722
141,1212,19,3,9006.92,20250811
142,2810,4,78,55682.45,20250802
143,943,23,29,12659.74,20241020
144,2953,9,13,51566.84,20251125
145,137,9,12,37763.01,20250327
146,720,26,70,5574.07,20250301
147,674,27,62,2701.18,20241006
148,472,5,19,11451.83,20241212
149,2763,36,47,4314.69,20260111
150,1084,30,48,64301.15,20240115
151,1522,31,30,95992.81,20251015
152,1344,15,9,222.62,20250728
153,2660,9,6,138220.39,20241105
154,476,34,69,37219.39,20250519
155,2747,35,54,2004.36,20250114
156,1700,32,79,14974.25,20240607
157,135,14,57,18811.53,20241013
158,407,24,70,143572.17,20250106
159,778,30,12,1680.73,20241009
160,88,40,43,103421.58,20250903
161,2313,1,71,4945.22,20260316
162,1346,39,1,96229.8,20240826
163,533,12,15,103150.33,20240528
164,975,2,23,2845.25,20250101
165,1725,5,61,26811.87,20260129
166,2432,6,65,121142.22,20250609
167,2979,34,39,4732.54,20240214
168,250,26,55,103634.29,20240201
169,302,21,78,10060.24,20250330
170,2558,36,42,1780.8,20241008
171,1208,39,56,14924.79,20250627
172,2682,36,28,15965.37,20240427
173,1695,30,52,9305.32,20240821
174,1749,17,48,14727.44,20241116
175,275,15,11,13893.01,20250430
176,1527,36,8,37390.74,20260201
177,1351,27,46,19154.18,20250729
178,211,39,40,17427.8,20260108
179,872,19,62,2520.21,20250603
180,2279,18,74,4251.65,20241224
181,2547,36,4,4055.38,20250728
182,1096,22,35,140780.96,20251211
183,26,23,19,74115.31,20241225
184,582,2,12,105454.8,20240312
185,1859,24,40,4695.09,20250305
186,2443,26,7,93443.44,20250804
187,204,18,57,3569.49,20250924
188,1697,28,66,9970.4,20250328
189,1161,38,63,1791.35,20240423
190,904,39,8,13509.08,20240216
191,563,19,42,25326.35,20240804
192,1764,32,49,137.88,20260203
193,2289,23,10,3547.99,20250527
194,1787,34,10,132029.37,20240213
195,1657,27,38,69515.34,20250810
196,704,40,59,2084.66,20241128
197,997,26,68,531.84,20240418
198,1391,38,22,34682.5,20241113
199,2174,23,45,43286.25,20240426
200,1049,40,78,5107.24,20240529
201,309,1,64,15324.2,20251102
202,2374,37,80,118077.96,20260217
203,1295,3,9,103845.38,20251004
204,1126,23,65,2266.82,20241106
205,155,5,37,28280.59,20250407
206,2520,25,60,53349.99,20240402
207,169,37,25,11309.17,20260321
208,618,29,14,72995.69,20250528
209,2067,3,32,14753.4,20240327
210,2142,24,48,148828.18,20250620
211,1386,4,43,6423.83,20260304
212,2779,17,78,29726.81,20250725
213,2719,13,45,7000.56,20250819
214,2713,39,11,77577.24,20251216
215,1346,34,12,46919.16,20251020
216,1486,14,44,10415.53,20240119
217,635,17,13,3688.07,20240520
218,2157,18,44,11792.25,20260126
219,632,19,80,37036.38,20250120
220,1683,16,57,59088.72,20240214
221,1839,21,31,57040.63,20260205
222,1922,13,48,77419.75,20260314
223,1155,33,68,147977.17,20250417
224,2477,24,33,19342.23,20240723
225,2272,34,16,9976.51,20250115
226,1118,33,19,2174.25,20240613
227,1848,2,54,2288.41,20240815
228,966,6,48,6550.36,20250117
229,2928,10,18,238.12,20240411
230,2852,31,58,35138.65,20250428
231,78,31,20,20682.66,20240322
232,2162,19,31,75516.95,20250915
233,1720,40,59,14138.63,20240901
234,2445,33,74,13314.34,20250526
235,1759,35,46,3620.87,20241025
236,2722,34,47,2896.25,20240710
237,2079,33,71,76505.28,20250711
238,179,24,33,6466.35,20250426
239,1413,39,14,5999.31,20240310
240,547,40,70,14836.15,20241206
241,2805,31,24,12389.12,20240628
242,1875,2,26,409.19,20260305
243,1293,33,51,95142.0,20240212
244,2650,4,46,2419.66,20240207
245,1120,5,48,13121.18,20241205
246,1802,25,44,17844.99,20260131
247,1505,34,35,42215.24,20250524
248,1764,12,70,59531.1,20240321
249,1344,20,58,5496.96,20240322
250,2826,29,6,113296.18,20240619
251,1125,4,10,12489.6,20250321
252,2783,12,4,67230.45,20260331
253,1795,13,9,17049.05,20251125
254,1484,37,5,3914.73,20250110
255,1520,5,74,39946.96,20250405
256,1288,16,15,2694.35,20250211
257,2121,36,16,11299.45,20250526
258,1828,18,79,120745.38,20251221
259,820,19,10,10715.73,20250517
260,1824,21,45,42445.33,20251231
261,1229,12,47,46249.79,20241024
262,569,22,64,4139.38,20240724
263,1512,36,17,6052.55,20250809
264,1267,31,68,134952.04,20240308
265,303,25,41,15498.71,20250811
266,2120,36,76,38748.09,20251127
267,1773,4,16,62583.62,20240512
268,664,15,45,3483.8,20240617
269,1027,29,71,17951.06,20240321
270,2517,33,22,15895.27,20241106
271,702,39,44,18861.34,20240606
272,333,32,74,25355.26,20240130
273,2344,2,64,104646.9,20260224
274,1979,34,52,1519.39,20241105
275,246,35,54,39015.81,20251206
276,2485,36,41,2375.77,20241214
277,1518,7,41,19519.8,20240513
278,1842,38,13,2385.72,20240930
279,2521,11,42,5062.97,20250128
280,653,33,60,113746.7,20240713
281,95,1,51,13307.06,20250524
282,882,4,7,7401.23,20240903
283,2755,35,2,7928.52,20251031
284,2980,26,47,8903.09,20240927
285,2302,5,71,48669.21,20250806
286,1845,18,80,2029.44,20250531
287,1614,22,72,35445.43,20240409
288,2468,33,6,3799.33,20240722
289,1365,34,59,5630.76,20251231
290,573,40,41,12322.08,20250611
291,1226,33,66,34471.59,20250923
292,1228,2,48,2500.25,20250730
293,2391,2,77,10433.29,20250302
294,2370,4,75,1401.1,20251102
295,2954,25,19,935.51,20251006
296,451,16,57,254.7,20251218
297,2829,17,65,50834.86,20250226
298,2980,18,18,139667.72,20260123
299,2713,25,41,4543.16,20241128
300,1403,17,79,39474.76,20250629
301,1143,15,39,1042.09,20240909
302,2888,31,45,10868.61,20251207
303,2956,23,16,75027.53,20260325
304,1617,10,38,107960.89,20250123
305,324,29,33,35228.01,20260101
306,1111,18,18,1148.54,20250705
307,981,27,68,12505.7,20250823
308,411,31,13,3225.93,20240223
309,647,31,62,125.39,20250717
310,1316,30,8,61693.33,20241021
311,2192,3,23,53922.4,20240825
312,149,26,64,17703.78,20240629
313,154,33,73,75245.66,20241023
314,1166,35,68,33949.09,20241209
315,2066,13,15,13449.64,20240517
316,2656,36,24,3274.92,20250414
317,1209,13,23,88657.53,20260320
318,1752,6,52,131299.05,20250219
319,1956,16,1,4103.23,20240523
320,1094,20,75,69864.67,20250402
321,1473,4,16,21486.65,20251031
322,2811,20,16,59884.82,20250219
323,898,31,20,6145.61,20240814
324,1531,36,61,117205.53,20250912
325,1014,39,11,4029.78,20240811
326,1482,6,73,9211.59,20251221
327,2071,7,69,402.61,20250714
328,1810,8,27,3708.47,20250616
329,1825,30,17,10032.15,20250606
330,237,20,3,6815.94,20250731
331,893,3,55,53079.44,20240104
332,247,5,61,14157.51,20250708
333,555,27,48,35163.79,20240703
334,1539,14,70,7279.52,20250121
335,486,15,69,3302.32,20241222
336,913,2,39,88749.53,20260115
337,1738,15,32,107554.98,20250711
338,773,8,5,65000.77,20241009
339,986,19,13,12491.0,20240117
340,2753,4,32,24364.92,20250904
341,2211,21,8,48869.58,20240827
342,960,37,41,2569.09,20241023
343,1314,23,19,97729.3,20251119
344,1128,24,76,4810.33,20241103
345,2277,23,49,51949.49,20250313
346,1673,26,49,6715.32,20250302
347,988,20,19,61581.21,20250429
348,1691,36,68,138916.35,20250729
349,833,6,58,2003.25,20240918
350,781,30,49,553.07,20260111
351,771,38,72,98379.87,20240315
352,1242,1,28,82321.25,20241206
353,1962,39,27,77155.82,20240430
354,1318,25,60,138966.44,20250719
355,1072,32,60,3278.73,20241111
356,1924,21,27,16154.92,20260109
357,2305,10,3,1633.32,20240216
358,2373,19,20,91930.5,20250821
359,2334,32,71,29739.9,20250123
360,2964,32,59,4602.57,20250515
361,694,1,70,59957.92,20241226
362,2629,34,5,3576.67,20250709
363,199,27,18,75889.11,20251115
364,38,4,59,433.04,20240603
365,2732,31,63,396.21,20251015
366,1685,6,68,1092.57,20250718
367,71,28,23,64752.83,20241020
368,610,8,80,18401.95,20250620
369,1095,6,48,5422.15,20241228
370,2856,10,11,79669.71,20240906
371,1545,4,2,12126.56,20250123
372,2642,37,13,11201.46,20250320
373,866,37,61,18423.47,20240823
374,2804,35,73,6540.87,20240317
375,65,38,19,22343.19,20241118
376,666,37,50,140753.74,20241102
377,574,6,65,1725.48,20260212
378,951,22,78,1547.08,20250323
379,1337,19,35,144131.59,20250210
380,2266,28,24,83778.45,20241230
381,2534,21,32,13383.1,20240328
382,1557,10,50,11152.85,20240606
383,22,29,47,43923.33,20240403
384,768,36,72,13165.54,20240330
385,368,6,77,6712.62,20240127
386,51,26,50,121977.03,20250129
387,995,11,49,59363.29,20250726
388,1100,5,22,15413.0,20241104
389,1984,24,33,5881.26,20241102
390,2433,30,14,3632.41,20250522
391,1361,25,43,1592.82,20250209
392,2435,32,42,63515.71,20251028
393,1963,26,41,143146.26,20240724
394,2012,16,42,11288.24,20251010
395,1610,37,26,4924.2,20260315
396,2793,2,60,19946.67,20240703
397,2838,37,53,76999.14,20241025
398,992,38,20,2948.51,20241106
399,1840,31,75,15887.0,20240316
400,1714,24,69,89467.76,20251209
401,448,23,22,102963.45,20240328
402,2775,22,56,25758.57,20251022
403,910,34,72,705.68,20240921
404,1826,30,76,13909.46,20240814
405,1978,5,54,3110.43,20240126
406,581,22,59,13705.2,20260117
407,1951,7,58,87744.93,20241222
408,2912,8,44,8993.75,20240215
409,1000,36,21,13704.22,20240617
410,950,12,24,8837.89,20250418
411,2516,29,76,8213.86,20260125
412,880,12,9,8082.3,20251222
413,766,13,59,33227.77,20250703
414,2162,21,77,1385.53,20250516
415,468,30,80,9558.32,20250824
416,1219,38,11,66030.37,20251223
417,1251,17,48,1634.61,20240901
418,2443,18,50,10461.08,20250304
419,2202,12,72,4122.2,20251012
420,767,29,80,41723.15,20240523
421,1985,21,50,13117.31,20240110
422,1676,27,57,42907.85,20250521
423,127,15,38,3341.55,20250801
424,1183,24,59,33707.5,20250704
425,2029,8,74,116527.37,20260223
426,1503,3,57,1412.66,20250710
427,420,16,39,1170.86,20250311
428,357,8,31,54518.15,20241222
429,2823,40,55,125391.35,20250825
430,847,4,73,51211.34,20260314
431,2207,31,38,10879.48,20250903
432,2783,9,53,9018.3,20250610
433,520,9,32,14894.81,20251102
434,2770,10,74,14372.2,20240910
435,1852,35,12,75709.73,20250119
436,2846,24,59,87029.75,20241011
437,382,30,46,5582.05,20240103
438,893,14,64,64675.84,20250211
439,1384,9,73,39420.95,20241017
440,199,40,59,12036.25,20251129
441,1808,28,26,2739.32,20240610
442,652,18,12,4422.52,20241105
443,2722,11,7,1326.91,20250115
444,2865,28,12,101328.56,20260113
445,320,5,29,521.18,20250503
446,34,8,55,13759.66,20240110
447,1570,7,14,2440.73,20240822
448,562,9,19,6610.35,20241102
449,2500,29,45,44788.12,20240109
450,1687,29,28,101650.4,20240604
451,505,25,45,72244.47,20240523
452,1015,12,11,6632.82,20240523
453,2954,2,39,2811.64,20250906
454,773,19,7,87307.39,20250605
455,988,39,10,2524.95,20240425
456,1480,9,50,17830.13,20240113
457,2798,17,61,74712.26,20250713
458,57,18,6,6251.71,20240310
459,2076,19,65,14281.52,20250211
460,338,35,79,8759.72,20250215
461,324,14,20,5910.62,20241113
462,2599,5,40,1701.08,20250823
463,238,23,56,14734.19,20240901
464,226,12,16,2321.52,20250915
465,47,25,45,85240.17,20251219
466,1062,26,17,10585.85,20260108
467,121,28,35,88219.36,20240430
468,2362,32,59,1745.5,20251230
469,2322,29,21,6041.73,20250526
470,2762,15,66,120532.76,20250810
471,1002,31,47,6240.51,20240113
472,145,27,29,13883.17,20240702
473,1311,33,10,30543.32,20260107
474,2758,12,29,68465.06,20250529
475,283,19,40,19637.57,20250214
476,33,19,73,11279.88,20250412
477,1901,32,26,60468.2,20240905
478,617,38,53,3826.36,20240908
479,2605,1,43,4261.97,20241220
480,2979,14,68,91312.57,20250120
481,584,6,6,2157.1,20240302
482,1692,24,59,4496.71,20250616
483,547,26,10,48557.8,20250601
484,2714,16,38,11572.5,20250321
485,1610,21,41,130618.78,20260331
486,831,6,75,55354.26,20240317
487,1842,27,16,3530.51,20240617
488,851,30,34,1855.61,20260227
489,1247,39,6,543.06,20251203
490,608,10,32,128670.22,20241201
491,2774,11,23,8226.77,20240220
492,2278,16,13,14329.35,20250408
493,573,13,8,33247.96,20260323
494,1525,6,75,740.5,20250214
495,90,13,57,5547.0,20240317
496,502,16,60,550.7,20241205
497,1775,26,64,3351.85,20250810
498,708,12,36,6358.21,20250312
499,142,40,32,54075.36,20240601
500,1963,20,36,7984.48,20250717
501,2633,34,32,2921.3,20240723
502,2922,35,63,3994.75,20250126
503,1318,12,4,18297.2,20250529
504,1151,24,61,72056.85,20240131
505,954,7,32,7469.94,20250821
506,230,15,74,1405.98,20260321
507,722,27,41,5967.26,20240626
508,2882,37,73,18322.61,20240129
509,2017,12,63,11480.62,20240711
510,2465,30,68,11740.63,20240826
511,826,22,23,103.35,20250920
512,2403,10,15,8087.16,20240531
513,1531,26,76,17283.05,20240315
514,559,28,63,7062.94,20241126
515,2841,40,46,21730.12,20250729
516,1550,19,17,3361.11,20240628
517,2347,37,5,59662.32,20251219
518,905,7,64,50179.15,20250918
519,975,21,22,6957.78,20240320
520,2618,22,58,66624.64,20251117
521,2840,1,33,32560.28,20240912
522,1581,27,22,14548.06,20240219
523,1439,7,62,10115.1,20250122
524,924,4,10,104626.04,20251204
525,1070,5,44,36094.12,20241122
526,2999,6,12,71594.85,20240613
527,1978,28,22,9316.43,20250920
528,220,8,27,135667.93,20240609
529,2958,35,34,35695.99,20250721
530,204,36,63,5163.61,20240408
531,1752,11,77,1562.84,20240104
532,848,12,38,1078.41,20240127
533,1264,31,63,40517.8,20240428
534,1588,14,49,31847.79,20250711
535,1079,17,29,1014.26,20240215
536,2853,6,45,68145.34,20240603
537,2416,17,8,2128.53,20260213
538,2194,31,74,12457.67,20250304
539,1618,3,65,2433.69,20240321
540,2341,40,19,137059.16,20260330
541,709,11,28,4751.35,20250404
542,321,28,26,14463.95,20250309
543,1310,5,12,16765.11,20240921
544,1336,34,59,8789.1,20250719
545,2407,27,15,94599.53,20250930
546,2409,7,14,3418.03,20250803
547,1172,23,53,121340.81,20260315
548,2344,3,23,69795.65,20250512
549,2494,26,5,48953.9,20250925
550,2829,30,61,135644.65,20241205
551,1384,20,40,107746.73,20240121
552,2806,32,30,101298.74,20251213
553,1815,21,35,1572.35,20260131
554,770,27,63,12297.09,20240401
555,2111,5,40,17410.18,20240227
556,2148,2,23,6647.39,20260310
557,237,37,59,70638.54,20240724
558,816,38,60,13852.43,20251222
559,2791,39,48,6557.19,20240506
560,1944,23,45,9316.61,20240630
561,2822,1,4,67824.03,20240921
562,878,15,27,1695.11,20250808
563,83,1,61,78538.89,20250609
564,35,4,78,3272.12,20250907
565,2633,5,49,58455.54,20251227
566,1912,34,80,9450.46,20240811
567,2096,24,72,95983.33,20240108
568,2804,8,9,99176.51,20241101
569,1332,17,39,14837.05,20251017
570,985,39,52,16244.7,20260222
571,105,19,34,82009.93,20260108
572,145,37,25,8389.68,20260124
573,2812,31,46,11171.7,20240815
574,2694,12,38,5202.73,20240623
575,1060,36,24,9680.23,20260128
576,1456,16,40,10162.09,20240815
577,1523,17,38,15867.76,20241205
578,220,38,75,130657.81,20250426
579,2050,19,49,29258.05,20240718
580,618,20,26,6317.94,20240225
581,1875,21,24,6728.69,20250806
582,725,4,1,41568.56,20251008
583,691,11,63,55558.62,20260218
584,2595,28,62,14705.45,20250320
585,817,1,42,1065.37,20250630
586,17,16,29,4216.25,20251123
587,1572,20,22,6585.8,20240415
588,1192,34,77,66788.29,20241101
589,549,32,46,7087.79,20251204
590,79,30,17,17366.26,20250217
591,2067,31,47,115429.96,20250826
592,1048,40,7,45647.9,20251017
593,443,2,7,149308.43,20251108
594,507,31,20,2142.2,20250124
595,39,7,67,110374.96,20251007
596,562,7,66,75112.94,20251218
597,436,39,26,35305.49,20240426
598,1467,19,21,128094.85,20240725
599,2819,22,31,66228.51,20240731
600,453,32,20,2517.18,20240401
601,2964,17,30,63464.47,20240317
602,1082,7,23,148526.57,20241030
603,2773,8,13,102417.59,20250103
604,2718,22,46,2151.01,20240521
605,381,22,24,144161.59,20241001
606,1114,31,54,2063.81,20250412
607,2976,7,21,13479.24,20251213
608,1978,29,24,8612.54,20250827
609,2505,9,17,69367.6,20250102
610,1685,5,34,4609.95,20240425
611,2150,37,73,2470.87,20251125
612,1386,40,13,4891.69,20251116
613,1974,25,20,13403.41,20240911
614,224,14,21,71904.64,20250919
615,678,15,63,12883.84,20250522
616,207,36,49,29666.13,20241011
617,1881,37,58,126223.43,20240321
618,1295,18,64,69244.19,20250402
619,147,1,12,2437.01,20250226
620,1248,36,27,145212.26,20251014
621,223,30,43,143546.17,20250107
622,1938,24,58,62556.23,20250906
623,909,23,46,577.44,20251105
624,2876,24,22,8667.67,20250117
625,2956,17,79,2966.29,20260104
626,884,13,44,19065.76,20250206
627,2594,38,16,15264.41,20240217
628,2066,28,64,79460.42,20250826
629,2267,38,62,64113.36,20240219
630,2834,9,14,11935.14,20240630
631,1319,25,54,10205.31,20250912
632,1017,32,44,139068.33,20260219
633,566,33,39,7339.84,20240516
634,2268,13,27,69553.07,20251229
635,1415,9,23,112869.99,20251204
636,1321,23,72,8594.88,20251014
637,2909,35,37,2955.75,20251114
638,437,38,19,16261.94,20250619
639,1094,11,37,10383.56,20240723
640,2829,14,70,39035.69,20240304
641,420,36,29,43683.21,20250408
642,2852,2,7,34166.5,20250607
643,2807,36,7,6425.77,20260318
644,2542,29,29,89496.73,20240726
645,2472,5,25,3800.03,20250713
646,306,6,23,7283.41,20251130
647,1756,7,34,2670.95,20240211
648,24,10,6,888.55,20240918
649,209,40,39,18608.25,20250903
650,1467,10,41,12058.71,20250717
651,2133,11,65,4789.26,20240707
652,1653,12,29,36194.84,20250703
653,1478,13,80,106233.48,20241205
654,2660,14,45,9759.72,20250728
655,2514,16,6,51245.22,20251019
656,465,35,37,46383.34,20260326
657,1536,33,58,13758.7,20260227
658,789,6,13,1613.92,20251029
659,2204,5,27,77872.16,20260302
660,426,20,56,132443.61,20250310
661,98,22,5,61016.81,20240606
662,1032,37,30,10493.6,20240701
663,2582,21,3,72992.26,20250406
664,25,40,9,10426.18,20250701
665,1466,7,38,1387.58,20240315
666,1793,2,61,50492.44,20241015
667,1602,35,38,45010.08,20240519
668,2988,1,71,6312.1,20260325
669,21,26,69,15603.04,20240212
670,861,23,28,76023.45,20241108
671,584,31,29,18159.75,20250608
672,470,32,73,128517.29,20240717
673,1890,5,38,12919.43,20250716
674,2973,22,46,23801.57,20240721
675,410,35,9,3389.35,20240828
676,1345,20,75,28833.95,20250406
677,1296,11,1,11528.26,20250108
678,2918,28,36,30294.84,20240814
679,1359,30,58,758.1,20260120
680,2260,40,78,15607.96,20250513
681,2207,1,10,68134.47,20240523
682,2588,2,75,71907.89,20250603
683,872,36,34,8400.12,20250827
684,1934,10,47,4480.53,20250706
685,2416,19,18,49029.86,20260301
686,1626,1,31,85146.01,20240402
687,2106,7,21,108941.02,20260214
688,2701,10,62,47476.79,20250802
689,1998,9,34,1288.19,20260218
690,847,24,50,1246.69,20251115
691,164,21,14,4597.72,20240217
692,1079,37,23,12854.56,20241007
693,2408,5,67,10151.45,20250109
694,2116,23,63,68922.74,20240816
695,2056,29,22,4447.14,20240107
696,1151,16,24,477.73,20251020
697,485,27,43,32166.72,20260104
698,1963,18,21,2459.43,20250505
699,524,11,18,937.7,20240214
700,602,20,34,1548.67,20250809
701,2455,2,37,43748.05,20250219
702,1931,11,29,21244.51,20250913
703,2387,12,80,12216.35,20260324
704,2809,30,77,4703.29,20260111
705,1579,25,3,1842.44,20250122
706,2804,10,78,44203.35,20250531
707,2457,27,69,3959.73,20250921
708,1976,39,70,11533.36,20240405
709,2780,34,54,107739.31,20260304
710,2171,31,49,4386.64,20251215
711,2854,28,18,11986.44,20260129
712,344,32,70,82028.36,20240826
713,2905,1,74,5527.2,20240106
714,1537,21,53,2797.66,20240108
715,2669,17,69,622.26,20250312
716,1129,26,27,11511.07,20250918
717,1977,37,72,11266.05,20250724
718,2367,26,18,41282.01,20241110
719,2865,7,28,3764.29,20250402
720,2256,4,21,6607.85,20241212
721,374,31,77,14503.98,20240106
722,909,39,5,2218.74,20240926
723,2515,19,77,14029.59,20250214
724,2623,1,26,14240.02,20240628
725,2456,15,79,6077.13,20240204
726,980,11,12,55551.83,20250103
727,2743,38,26,93781.07,20241227
728,282,36,37,799.65,20251221
729,1424,18,29,73625.67,20241222
730,1655,17,23,145197.43,20250410
731,297,22,15,10371.64,20250726
732,2355,12,57,14393.93,20250704
733,997,30,59,8884.36,20260227
734,477,14,49,17309.45,20250508
735,1294,23,67,3416.87,20240823
736,1017,16,52,147.64,20240926
737,1952,14,74,2064.4,20240701
738,2799,13,64,22751.35,20260203
739,1088,19,26,22614.6,20240904
740,639,8,11,4198.04,20241230
741,2218,31,48,9593.58,20260221
742,1126,33,36,61004.2,20250811
743,526,23,55,48872.06,20250813
744,2059,12,59,4704.31,20240203
745,1293,1,27,3521.4,20250416
746,1482,17,24,9134.12,20241129
747,1931,22,47,24713.68,20241002
748,1717,24,47,42407.75,20240803
749,2341,29,74,56351.84,20240703
750,1106,36,56,4089.53,20260108
751,613,1,23,3744.88,20260330
752,2118,21,63,10242.16,20251007
753,196,11,8,23823.05,20250804
754,2580,34,43,125796.35,20250502
755,2284,17,45,66925.06,20250727
756,2784,13,74,6764.65,20241225
757,715,19,46,104482.51,20250705
758,1831,25,79,81109.95,20250514
759,687,22,54,7492.53,20240528
760,325,40,30,94312.88,20240314
761,2910,1,51,38708.51,20241025
762,1488,34,58,106635.32,20260310
763,513,17,11,3762.7,20240124
764,392,4,61,41698.36,20240415
765,1627,6,14,9036.91,20260228
766,2683,25,40,100353.28,20240327
767,1816,9,68,1312.24,20241017
768,1462,21,61,7142.85,20251110
769,1116,9,70,146747.6,20250707
770,2585,37,56,49312.32,20250412
771,1269,31,70,12975.84,20250630
772,1262,17,20,4043.07,20250328
773,559,31,69,5791.69,20250619
774,1955,14,56,82844.63,20250518
775,30,13,53,9358.05,20260326
776,669,25,49,37782.98,20240912
777,2562,17,79,1388.6,20250308
778,2179,27,25,34876.55,20260130
779,453,40,58,18680.54,20241023
780,770,10,7,84356.24,20250518
781,1156,21,57,208.44,20240414
782,61,22,54,28704.45,20240603
783,1522,3,43,63929.4,20250525
784,230,24,51,68265.97,20240529
785,788,17,49,45739.4,20240704
786,2928,26,57,15513.43,20260225
787,816,7,67,3714.33,20240204
788,1279,11,6,81467.32,20251128
789,1972,13,47,44069.47,20240916
790,463,30,56,13091.21,20240811
